customer_id,recency,frequency,monetary,segment,churned
14051,31,25,12657.090000000,sain,False
14282,21,15,5929.500000000,sain,False
14695,337,3,1620.070000000,à_risque_critique,True
13031,225,5,3419.270000000,à_surveiller,True
14824,197,6,2895.200000000,à_surveiller,False
12826,134,8,2178.130000000,à_surveiller,False
15959,500,3,579.490000000,à_risque_critique,True
14962,88,4,366.910000000,à_risque_critique,True
15587,169,4,953.280000000,à_risque_critique,False
18085,148,4,1645.750000000,à_risque_critique,True
16872,2,4,921.470000000,à_surveiller,False
13203,60,7,1944.500000000,sain,False
16098,3,11,3664.690000000,sain,False
17801,269,3,798.330000000,à_risque_critique,True
15870,214,3,508.520000000,à_risque_critique,False
16596,184,3,450.130000000,à_risque_critique,False
13042,416,3,1556.540000000,à_risque_critique,True
14157,103,4,847.070000000,à_risque_critique,False
14306,196,4,1058.080000000,à_risque_critique,False
17639,94,6,615.170000000,à_surveiller,True
15917,65,5,560.630000000,à_surveiller,True
14665,114,5,1645.610000000,à_surveiller,False
18258,282,6,2059.670000000,à_surveiller,True
18259,184,5,2355.900000000,à_surveiller,False
15057,93,5,3255.960000000,à_surveiller,True
14958,3,5,850.540000000,à_surveiller,False
13692,31,4,2497.660000000,à_surveiller,False
12820,144,8,1917.640000000,à_surveiller,False
17002,33,6,2071.340000000,sain,False
18177,22,7,1589.100000000,sain,False
16889,12,6,2530.900000000,sain,True
16570,23,13,5169.140000000,sain,False
16931,12,11,2532.510000000,sain,False
16710,25,18,5503.690000000,sain,False
16071,345,3,750.560000000,à_risque_critique,False
15958,221,3,388.640000000,à_risque_critique,False
16017,235,4,1341.950000000,à_risque_critique,False
16122,150,4,566.760000000,à_risque_critique,False
18252,366,5,1015.420000000,à_risque_critique,False
14186,245,5,1550.630000000,à_risque_critique,True
14984,206,4,1058.140000000,à_risque_critique,False
16130,240,4,987.480000000,à_risque_critique,True
14304,40,3,1725.010000000,à_surveiller,True
17702,24,3,1759.470000000,à_surveiller,False
14315,9,4,1572.890000000,à_surveiller,False
15150,4,5,5004.680000000,sain,False
13495,50,8,4401.820000000,sain,False
16258,37,11,7771.470000000,sain,False
14180,3,24,5004.350000000,sain,False
14570,98,3,512.400000000,à_risque_critique,True
15142,228,5,2121.180000000,à_surveiller,False
17572,56,8,648.460000000,à_surveiller,False
13157,59,7,4444.080000000,sain,False
16830,260,3,881.590000000,à_risque_critique,False
16354,197,3,733.710000000,à_risque_critique,False
17244,201,4,871.140000000,à_risque_critique,False
17625,75,5,4570.480000000,à_surveiller,False
15381,31,5,1890.570000000,à_surveiller,True
16241,30,7,2552.350000000,sain,False
16265,78,8,4163.310000000,sain,False
16743,29,10,3076.920000000,sain,False
16412,211,4,495.400000000,à_risque_critique,False
12977,319,3,478.390000000,à_risque_critique,False
16155,199,5,796.900000000,à_risque_critique,True
12960,231,4,1322.070000000,à_risque_critique,True
14831,498,3,1676.570000000,à_risque_critique,True
15512,177,3,311.780000000,à_risque_critique,False
15881,130,5,501.390000000,à_risque_critique,True
17580,70,5,542.320000000,à_risque_critique,True
16036,81,3,1986.650000000,à_surveiller,False
13544,58,5,660.500000000,à_surveiller,False
15140,16,4,2016.890000000,à_surveiller,False
15426,75,6,1830.980000000,à_surveiller,False
14134,200,15,11123.350000000,sain,True
13971,32,9,2883.830000000,sain,False
14867,3,16,2952.060000000,sain,True
15867,1,26,7260.690000000,sain,False
16722,1,15,6511.730000000,sain,False
17365,17,11,5320.610000000,sain,False
16868,212,3,393.390000000,à_risque_critique,True
16138,196,3,910.350000000,à_risque_critique,True
13296,241,5,705.110000000,à_risque_critique,False
17816,87,4,97.070000000,à_risque_critique,False
17695,212,3,980.700000000,à_risque_critique,False
14727,92,3,465.230000000,à_risque_critique,True
13310,24,4,1226.820000000,à_surveiller,False
16668,32,9,678.280000000,à_surveiller,False
17515,24,8,1549.810000000,à_surveiller,False
15764,2,5,2917.630000000,sain,False
17262,45,10,2459.620000000,sain,False
14447,14,3,1149.530000000,à_surveiller,False
14316,240,5,1370.340000000,à_risque_critique,True
14336,16,3,1114.390000000,à_surveiller,False
14584,1,7,1534.460000000,sain,False
14837,19,6,2303.080000000,sain,False
13450,22,9,2754.860000000,sain,False
14426,94,10,8741.850000000,sain,False
16652,30,12,13831.040000000,sain,False
15805,3,20,7365.170000000,sain,False
17101,212,3,885.320000000,à_risque_critique,False
17571,95,3,565.190000000,à_risque_critique,False
13049,136,3,905.340000000,à_risque_critique,False
12855,190,4,650.940000000,à_risque_critique,True
15124,9,3,357.380000000,à_surveiller,False
14987,183,7,1550.650000000,à_surveiller,False
12987,15,4,1057.810000000,à_surveiller,False
15732,30,10,1682.070000000,sain,True
12891,3,11,840.500000000,sain,True
17092,95,8,3952.080000000,sain,False
14408,7,7,2585.030000000,sain,False
15270,56,18,7459.120000000,sain,False
16353,35,26,5479.030000000,sain,False
15058,1,11,2296.350000000,sain,False
15527,37,18,4045.050000000,sain,False
13081,35,24,45331.280000000,sain,False
17686,18,6,5594.100000000,sain,False
13013,30,20,10187.120000000,sain,False
15281,15,13,8138.830000000,sain,False
13078,18,41,21371.670000000,sain,False
13831,18,15,5918.580000000,sain,False
13267,17,28,7446.910000000,sain,False
15283,208,3,148.330000000,à_risque_critique,True
14504,61,3,542.710000000,à_risque_critique,False
13439,73,3,986.610000000,à_risque_critique,True
15918,8,3,582.880000000,à_surveiller,True
16134,177,4,1810.780000000,à_surveiller,False
14038,25,3,2225.820000000,à_surveiller,False
13531,23,6,1738.520000000,à_surveiller,True
17955,16,6,949.900000000,à_surveiller,True
13615,136,8,6272.530000000,sain,True
17863,72,9,3957.100000000,sain,False
17314,74,12,3163.510000000,sain,False
16748,35,12,3031.630000000,sain,False
15241,1,7,2359.080000000,sain,False
16210,31,24,27976.420000000,sain,False
18008,21,21,19736.350000000,sain,False
14466,5,10,3720.200000000,sain,False
17288,25,9,1743.950000000,à_surveiller,False
14078,2,8,1469.520000000,sain,False
15563,18,5,2202.180000000,sain,False
14048,123,3,748.690000000,à_risque_critique,True
13433,319,4,658.320000000,à_risque_critique,True
14236,190,4,1443.080000000,à_risque_critique,False
17635,242,3,1265.580000000,à_risque_critique,True
17797,213,5,1205.440000000,à_risque_critique,False
17145,330,4,3120.910000000,à_risque_critique,True
13821,79,5,1295.240000000,à_surveiller,False
16347,206,9,2621.760000000,à_surveiller,False
13497,100,6,1320.330000000,à_surveiller,True
14004,106,5,2575.830000000,à_surveiller,False
13695,7,6,892.520000000,à_surveiller,False
18236,4,8,1217.610000000,sain,False
16638,75,11,1961.250000000,sain,False
13634,60,12,4078.030000000,sain,False
14735,14,41,8729.880000000,sain,False
16390,354,3,467.500000000,à_risque_critique,True
13041,268,4,799.130000000,à_risque_critique,True
17995,99,3,495.480000000,à_risque_critique,True
15562,169,3,673.380000000,à_risque_critique,True
13515,65,3,578.100000000,à_risque_critique,False
14618,155,5,1000.680000000,à_surveiller,False
16419,93,4,1032.120000000,à_surveiller,False
14256,78,5,2473.990000000,à_surveiller,True
15416,57,5,2862.930000000,à_surveiller,False
13340,94,6,15042.110000000,sain,False
17930,57,9,2925.340000000,sain,False
14770,50,8,3637.640000000,sain,True
17220,24,12,2742.380000000,sain,False
14195,19,6,2615.600000000,sain,True
18087,108,16,13908.720000000,sain,True
16791,31,12,2880.310000000,sain,False
12823,72,16,5736.500000000,sain,False
13269,36,18,5593.700000000,sain,False
16455,22,9,3676.970000000,sain,False
14230,253,3,979.800000000,à_risque_critique,True
13797,254,3,1179.450000000,à_risque_critique,True
17753,282,4,390.560000000,à_risque_critique,True
17616,72,3,897.600000000,à_risque_critique,False
14949,287,4,515.000000000,à_risque_critique,True
17082,136,5,3365.120000000,à_surveiller,False
13334,8,4,5458.770000000,sain,False
14573,18,11,2346.900000000,sain,False
16011,2,20,3744.460000000,sain,False
16525,2,38,19742.300000000,sain,False
17780,485,3,352.910000000,à_risque_critique,True
15259,330,4,1182.380000000,à_risque_critique,True
15245,5,7,3832.720000000,sain,False
13584,124,3,392.450000000,à_risque_critique,True
17349,198,4,741.500000000,à_risque_critique,False
16772,241,3,3723.550000000,à_surveiller,True
13753,105,4,2094.570000000,à_surveiller,True
14044,127,7,2640.270000000,à_surveiller,False
14461,79,11,5386.670000000,sain,False
17807,213,3,437.870000000,à_risque_critique,True
13080,219,3,222.650000000,à_risque_critique,False
18057,211,3,1182.390000000,à_risque_critique,True
15847,106,4,613.980000000,à_risque_critique,False
14077,43,3,315.270000000,à_risque_critique,False
17856,51,3,1142.630000000,à_surveiller,False
13440,241,7,1295.250000000,à_surveiller,True
13479,18,4,851.370000000,à_surveiller,True
14201,4,7,857.200000000,à_surveiller,False
15024,114,9,3102.270000000,à_surveiller,False
15400,2,5,1044.900000000,à_surveiller,False
18036,63,9,1268.820000000,à_surveiller,False
12749,31,5,3665.580000000,sain,False
17550,15,9,2547.640000000,sain,True
18061,24,23,5560.180000000,sain,False
16713,53,25,10249.190000000,sain,False
14101,15,11,8144.530000000,sain,False
16469,64,3,455.360000000,à_risque_critique,False
15101,177,5,1262.690000000,à_surveiller,False
17676,184,5,1678.860000000,à_surveiller,False
16197,287,9,2016.710000000,à_surveiller,True
13693,192,9,2011.820000000,à_surveiller,True
14548,135,8,2301.090000000,à_surveiller,False
15810,50,6,2461.180000000,sain,False
13048,56,7,3188.220000000,sain,False
17162,8,8,1165.280000000,sain,False
17470,35,9,2302.910000000,sain,False
16444,12,15,3241.990000000,sain,False
16156,24,14,4156.710000000,sain,False
17809,35,14,8576.180000000,sain,False
15093,24,21,13125.770000000,sain,False
17663,16,13,4163.730000000,sain,False
15498,7,30,19866.030000000,sain,False
13283,3,3,305.200000000,à_surveiller,False
17886,28,5,1105.030000000,à_surveiller,False
17081,213,4,674.230000000,à_risque_critique,False
17525,177,3,1161.900000000,à_risque_critique,True
15687,4,5,1679.450000000,à_surveiller,False
13953,28,8,4875.000000000,sain,False
15544,29,15,6375.190000000,sain,False
13820,236,3,660.650000000,à_risque_critique,True
13399,282,3,275.400000000,à_risque_critique,True
12915,190,3,1010.750000000,à_risque_critique,False
16250,79,3,791.380000000,à_risque_critique,True
17666,295,3,1319.640000000,à_risque_critique,False
17740,207,6,426.900000000,à_risque_critique,True
17027,101,6,880.700000000,à_surveiller,False
13259,215,8,1137.310000000,à_surveiller,False
14493,208,5,2746.910000000,à_surveiller,False
14276,107,5,1324.140000000,à_surveiller,False
15661,135,8,1215.950000000,à_surveiller,True
14320,24,5,1346.750000000,à_surveiller,True
17672,127,5,3663.410000000,à_surveiller,False
13405,22,5,1198.810000000,à_surveiller,True
15983,178,7,3632.070000000,sain,False
17414,2,5,2069.520000000,sain,False
17858,79,24,10261.790000000,sain,False
18242,14,6,2066.800000000,sain,False
17526,108,11,3842.940000000,sain,False
12971,8,71,9642.220000000,sain,False
16592,1,20,5215.210000000,sain,False
16672,2,10,4154.340000000,sain,False
16839,3,24,12759.410000000,sain,False
16843,15,25,13216.760000000,sain,False
17223,128,3,803.530000000,à_risque_critique,True
15713,184,3,825.240000000,à_risque_critique,False
17860,186,4,1015.540000000,à_risque_critique,True
17033,32,3,910.750000000,à_risque_critique,False
12955,21,3,697.420000000,à_surveiller,False
14396,189,6,1744.290000000,à_surveiller,False
17631,50,5,772.710000000,à_surveiller,False
13243,21,5,1278.040000000,à_surveiller,True
16871,28,4,2037.820000000,à_surveiller,False
17969,179,19,2266.940000000,sain,False
15985,54,6,2472.440000000,sain,False
16954,72,14,4938.280000000,sain,False
13561,33,11,1820.720000000,sain,True
15547,12,19,7549.680000000,sain,False
17472,9,4,935.100000000,à_surveiller,True
17552,190,10,2453.400000000,à_surveiller,False
15489,29,6,1633.590000000,à_surveiller,False
15331,317,3,767.910000000,à_risque_critique,True
13807,185,3,534.800000000,à_risque_critique,True
14976,14,3,450.260000000,à_surveiller,False
15632,43,3,1242.500000000,à_surveiller,False
17095,117,6,1792.050000000,à_surveiller,False
13786,185,6,3358.940000000,à_surveiller,True
17230,82,18,9924.950000000,sain,True
16325,63,10,3194.080000000,sain,False
15981,28,17,7576.490000000,sain,False
13426,56,16,5811.080000000,sain,False
13617,226,5,734.570000000,à_risque_critique,False
14350,92,3,972.030000000,à_risque_critique,True
17334,120,3,635.150000000,à_risque_critique,True
17800,35,3,354.850000000,à_risque_critique,False
16555,323,4,1629.790000000,à_risque_critique,False
16625,92,5,1654.030000000,à_surveiller,True
13487,31,4,680.270000000,à_surveiller,False
14399,212,8,2113.160000000,à_surveiller,True
15976,38,5,1511.590000000,à_surveiller,False
12948,32,5,1138.740000000,à_surveiller,False
14905,51,7,1663.790000000,à_surveiller,False
12840,32,5,2893.170000000,à_surveiller,False
18173,17,4,2318.360000000,sain,False
15641,78,11,4763.730000000,sain,False
17685,84,10,4264.360000000,sain,False
15298,5,16,6436.670000000,sain,False
14953,236,3,721.450000000,à_risque_critique,False
18006,199,3,553.180000000,à_risque_critique,False
17200,205,4,356.710000000,à_risque_critique,True
15803,263,3,1513.840000000,à_risque_critique,False
13672,119,3,419.920000000,à_risque_critique,True
15392,178,4,1715.070000000,à_risque_critique,False
15447,148,5,492.880000000,à_risque_critique,True
14634,255,4,2124.460000000,à_risque_critique,True
13232,14,3,691.300000000,à_surveiller,False
16891,189,7,1479.380000000,à_surveiller,False
17621,130,5,2697.000000000,à_surveiller,False
13988,18,4,1965.920000000,à_surveiller,False
13285,44,4,1828.740000000,à_surveiller,False
15602,18,12,2475.590000000,sain,False
14679,199,3,1289.440000000,à_risque_critique,True
17290,199,6,915.720000000,à_risque_critique,False
17122,206,3,432.180000000,à_risque_critique,False
17553,290,3,2270.000000000,à_risque_critique,False
14379,113,3,1031.790000000,à_risque_critique,False
16595,194,4,1450.020000000,à_risque_critique,False
17360,2,4,976.540000000,à_surveiller,False
13475,9,4,1431.780000000,à_surveiller,True
16279,203,6,4195.500000000,à_surveiller,False
17448,347,41,14481.970000000,sain,True
15358,25,31,13066.280000000,sain,False
12989,18,25,9955.580000000,sain,False
16894,320,3,1324.060000000,à_risque_critique,True
18001,267,4,536.610000000,à_risque_critique,False
14321,151,3,1014.130000000,à_risque_critique,False
16835,191,5,1439.310000000,à_risque_critique,False
13835,33,4,589.150000000,à_surveiller,False
16203,45,4,839.940000000,à_surveiller,False
15299,81,7,5919.540000000,sain,False
14623,4,7,1563.510000000,sain,False
15002,114,8,4323.110000000,sain,False
14676,25,9,6957.070000000,sain,False
17211,51,10,2983.370000000,sain,False
14970,70,10,4109.540000000,sain,False
15291,65,33,11812.850000000,sain,False
17091,3,15,5977.750000000,sain,False
16745,1,10,4123.040000000,sain,False
16556,19,14,6337.610000000,sain,False
17350,212,3,619.970000000,à_risque_critique,False
13514,246,3,663.700000000,à_risque_critique,False
16330,242,4,382.420000000,à_risque_critique,False
16934,201,4,1160.060000000,à_risque_critique,False
14127,74,5,1642.600000000,à_surveiller,False
16859,79,6,1444.440000000,à_surveiller,False
16833,77,5,1973.800000000,à_surveiller,False
13268,16,5,1837.780000000,sain,False
17591,21,6,2200.270000000,sain,False
13880,4,10,2511.460000000,sain,False
16607,25,18,4076.220000000,sain,False
15079,30,11,3767.350000000,sain,True
18118,4,18,4596.540000000,sain,False
13230,19,25,5342.790000000,sain,False
13408,8,70,35121.330000000,sain,False
16746,12,32,14256.220000000,sain,False
15424,72,3,597.780000000,à_risque_critique,True
14129,78,5,1826.380000000,à_surveiller,False
17160,43,13,7896.200000000,sain,False
15191,281,3,588.050000000,à_risque_critique,True
15268,296,3,961.900000000,à_risque_critique,True
17421,204,3,1059.410000000,à_risque_critique,True
17604,35,6,945.930000000,à_surveiller,True
15808,124,21,18409.930000000,sain,True
16081,3,6,2645.650000000,sain,False
15078,8,34,12192.930000000,sain,False
17998,198,3,639.240000000,à_risque_critique,True
16798,372,3,848.710000000,à_risque_critique,True
17845,373,4,598.190000000,à_risque_critique,True
13057,348,3,722.090000000,à_risque_critique,True
13277,198,3,264.900000000,à_risque_critique,False
15149,395,3,1003.810000000,à_risque_critique,False
17341,184,3,1622.070000000,à_risque_critique,False
17342,197,4,1227.540000000,à_risque_critique,True
13804,107,3,1296.360000000,à_risque_critique,False
14924,63,3,931.010000000,à_risque_critique,True
17114,26,4,446.090000000,à_surveiller,False
17671,29,3,1617.360000000,à_surveiller,False
17348,115,5,1464.940000000,à_surveiller,False
17567,51,5,2898.520000000,à_surveiller,False
16065,183,8,2382.620000000,à_surveiller,True
13632,51,5,2139.910000000,à_surveiller,False
17921,84,7,1877.550000000,à_surveiller,False
16906,4,6,1263.120000000,sain,False
13510,1,8,3352.050000000,sain,False
12913,100,11,5083.620000000,sain,False
14292,22,9,5479.530000000,sain,False
14796,35,19,6345.900000000,sain,False
14465,64,11,3946.030000000,sain,True
18109,12,23,4325.420000000,sain,False
15183,365,3,639.930000000,à_risque_critique,True
18181,218,4,823.140000000,à_risque_critique,False
13567,246,4,1083.690000000,à_risque_critique,True
15879,222,4,1157.300000000,à_risque_critique,True
17080,87,6,746.230000000,à_surveiller,False
13417,23,5,1264.660000000,à_surveiller,False
15304,36,6,606.750000000,à_surveiller,False
16062,59,6,2288.010000000,à_surveiller,False
14235,44,6,2837.680000000,sain,False
14696,5,5,1860.340000000,sain,False
14732,4,15,4097.780000000,sain,False
15727,16,12,7517.420000000,sain,False
17231,8,21,5756.170000000,sain,False
14709,5,17,5908.330000000,sain,False
14556,414,3,835.340000000,à_risque_critique,True
16080,92,3,515.660000000,à_risque_critique,False
15529,28,8,3046.380000000,sain,False
16191,80,19,13123.180000000,sain,False
16558,10,28,8985.600000000,sain,False
17491,2,11,3747.060000000,sain,False
14450,61,6,914.640000000,à_surveiller,False
14421,29,5,2111.440000000,à_surveiller,False
17096,79,8,2870.540000000,à_surveiller,False
16515,64,7,2211.500000000,sain,False
14113,172,13,5685.690000000,sain,False
16293,25,9,3538.700000000,sain,False
17338,23,14,9141.890000000,sain,False
18092,2,14,11781.220000000,sain,False
15640,3,22,18187.340000000,sain,False
14714,225,3,746.050000000,à_risque_critique,False
15873,317,4,313.920000000,à_risque_critique,True
15028,186,3,716.550000000,à_risque_critique,False
13005,64,3,807.630000000,à_risque_critique,False
17984,210,4,1035.090000000,à_risque_critique,False
13360,249,4,1503.650000000,à_risque_critique,True
14479,71,4,1299.110000000,à_surveiller,True
14819,10,3,282.810000000,à_surveiller,False
14868,51,5,1669.750000000,à_surveiller,False
16600,71,9,1577.350000000,à_surveiller,False
18190,10,5,745.620000000,à_surveiller,True
13752,2,5,1295.980000000,à_surveiller,False
17190,25,6,1491.460000000,à_surveiller,False
17588,50,5,2096.550000000,à_surveiller,False
16072,106,4,4328.890000000,à_surveiller,True
15062,35,7,2411.800000000,sain,False
15032,74,8,13780.650000000,sain,True
14907,178,12,3625.380000000,sain,False
13092,29,11,2102.200000000,sain,False
15005,5,41,10738.750000000,sain,False
16782,22,32,9506.810000000,sain,False
13162,2,15,8892.640000000,sain,False
13263,9,19,4697.340000000,sain,False
15311,3,161,89434.370000000,sain,False
17545,208,3,802.580000000,à_risque_critique,False
17212,71,3,794.410000000,à_risque_critique,True
16292,198,4,951.510000000,à_risque_critique,False
16129,225,3,1396.050000000,à_risque_critique,True
15822,177,5,1394.790000000,à_surveiller,False
17239,130,4,1189.450000000,à_surveiller,True
15173,198,7,1494.600000000,à_surveiller,True
16584,72,4,2839.530000000,à_surveiller,False
16718,187,5,3647.530000000,à_surveiller,True
17723,9,4,1263.800000000,à_surveiller,False
14293,123,7,2729.390000000,à_surveiller,False
18069,53,8,3177.550000000,sain,False
12867,32,10,5615.010000000,sain,False
12916,19,6,3960.650000000,sain,False
13199,15,44,10340.930000000,sain,False
16923,5,24,9963.240000000,sain,False
13884,95,8,1297.130000000,à_surveiller,False
16341,19,4,2676.570000000,sain,False
14247,96,5,772.660000000,à_risque_critique,True
17382,253,7,836.880000000,à_risque_critique,False
16121,33,4,897.870000000,à_surveiller,False
16996,63,7,1367.530000000,à_surveiller,False
14462,3,8,1401.710000000,sain,False
13715,99,17,8483.290000000,sain,True
12839,1,17,6180.680000000,sain,False
16550,3,16,8556.590000000,sain,False
15070,190,3,843.250000000,à_risque_critique,True
13333,229,3,1015.740000000,à_risque_critique,True
16158,340,9,628.320000000,à_risque_critique,True
18277,215,4,1069.670000000,à_risque_critique,False
13145,190,4,1100.000000000,à_risque_critique,False
13032,210,7,1833.370000000,à_surveiller,False
18095,130,5,2303.090000000,à_surveiller,True
13740,58,5,1597.770000000,à_surveiller,True
17530,24,8,2119.780000000,sain,False
12976,29,8,3156.380000000,sain,True
17742,150,10,2045.940000000,sain,False
15312,33,10,2613.240000000,sain,False
13662,30,10,1885.290000000,sain,False
17377,73,65,15811.070000000,sain,False
17965,70,21,5944.690000000,sain,False
15367,63,9,4619.920000000,sain,False
17085,68,27,7535.260000000,sain,False
17402,1,15,3472.980000000,sain,False
13004,1,26,8755.960000000,sain,False
15955,21,11,5687.720000000,sain,False
17469,22,13,3485.640000000,sain,False
15382,2,10,9904.960000000,sain,False
14228,255,3,745.500000000,à_risque_critique,True
15542,330,3,918.450000000,à_risque_critique,True
17322,194,5,922.590000000,à_risque_critique,True
13598,313,4,609.420000000,à_risque_critique,False
13393,401,4,1131.450000000,à_risque_critique,True
16658,186,5,804.070000000,à_risque_critique,True
15215,211,4,1687.490000000,à_risque_critique,False
16332,123,5,536.990000000,à_risque_critique,False
13320,31,4,1188.010000000,à_surveiller,False
14275,213,6,1189.380000000,à_surveiller,True
15422,141,7,1619.970000000,à_surveiller,True
16175,22,5,1265.830000000,à_surveiller,False
17400,28,7,3859.610000000,sain,False
16242,32,9,4264.090000000,sain,False
18145,22,9,3780.020000000,sain,False
15856,21,33,24772.240000000,sain,False
17920,18,42,21862.150000000,sain,False
17763,81,4,86.150000000,à_risque_critique,True
15680,184,8,3652.790000000,sain,False
13854,14,30,9303.980000000,sain,False
15664,267,3,845.100000000,à_risque_critique,False
18203,199,3,334.000000000,à_risque_critique,False
12956,124,4,521.890000000,à_risque_critique,True
17765,28,3,421.470000000,à_risque_critique,False
15141,275,7,1388.470000000,à_surveiller,True
13939,129,5,1176.910000000,à_surveiller,False
16225,95,12,2187.700000000,sain,False
16003,177,6,4059.460000000,sain,False
15841,36,7,2131.610000000,sain,False
16634,40,6,1814.610000000,sain,True
16729,8,10,3125.500000000,sain,False
17757,9,41,6254.850000000,sain,False
14302,248,3,742.900000000,à_risque_critique,True
15323,380,3,434.600000000,à_risque_critique,True
16519,183,3,444.880000000,à_risque_critique,False
15181,87,3,810.720000000,à_risque_critique,False
17045,65,3,528.190000000,à_risque_critique,False
15384,177,3,1688.950000000,à_risque_critique,False
15325,213,7,1439.720000000,à_surveiller,False
17714,138,5,1410.180000000,à_surveiller,True
17540,134,5,1280.500000000,à_surveiller,False
17142,57,4,1283.750000000,à_surveiller,True
14662,52,6,1170.020000000,à_surveiller,False
17623,227,6,1856.620000000,à_surveiller,False
13014,38,4,3242.830000000,à_surveiller,False
14409,136,6,2362.740000000,à_surveiller,False
15696,38,11,2808.010000000,sain,False
17659,2,7,1963.350000000,sain,False
16612,4,7,2766.670000000,sain,False
15674,33,11,5546.580000000,sain,False
18144,30,14,3774.900000000,sain,False
17954,2,15,3148.920000000,sain,False
13448,36,10,6765.050000000,sain,False
14227,14,12,5414.720000000,sain,False
12921,2,52,25405.270000000,sain,False
14104,207,3,552.370000000,à_risque_critique,False
17561,208,3,554.720000000,à_risque_critique,False
17255,117,3,613.180000000,à_risque_critique,False
17432,203,7,1385.630000000,à_surveiller,False
17950,183,6,1213.780000000,à_surveiller,False
13862,5,5,1499.240000000,à_surveiller,False
13421,108,7,3066.580000000,à_surveiller,False
17966,2,7,1159.490000000,sain,False
16904,43,11,2662.470000000,sain,False
13871,24,9,3878.330000000,sain,False
14534,4,17,3683.310000000,sain,False
16623,63,4,1015.240000000,à_surveiller,True
14626,51,8,3206.550000000,sain,False
14344,24,18,3089.650000000,sain,False
13018,14,18,6159.420000000,sain,False
13579,187,4,1236.700000000,à_risque_critique,False
14628,60,4,1657.620000000,à_surveiller,False
15210,43,3,1176.190000000,à_surveiller,True
17926,21,4,849.930000000,à_surveiller,False
13395,3,3,1180.230000000,à_surveiller,True
14152,52,6,1690.560000000,à_surveiller,False
14401,133,11,3296.540000000,sain,False
18283,18,11,1174.870000000,sain,False
17050,5,9,3823.410000000,sain,False
15394,22,9,4539.700000000,sain,False
15684,365,3,173.950000000,à_risque_critique,True
17420,191,4,616.450000000,à_risque_critique,False
14437,183,5,958.840000000,à_risque_critique,True
14423,36,3,916.610000000,à_risque_critique,True
15272,268,4,1363.540000000,à_risque_critique,False
16500,148,4,608.050000000,à_risque_critique,False
13484,59,3,790.720000000,à_risque_critique,True
15780,1,3,475.280000000,à_surveiller,True
16233,147,8,1755.530000000,à_surveiller,False
14226,28,3,2479.740000000,à_surveiller,False
14229,109,6,1808.970000000,à_surveiller,False
17362,57,7,1024.040000000,à_surveiller,True
14590,242,20,3006.620000000,à_surveiller,True
14866,184,7,6554.000000000,sain,False
13174,134,10,8763.180000000,sain,False
17059,15,7,4018.160000000,sain,False
16553,23,30,15655.370000000,sain,False
13969,1,24,6310.390000000,sain,False
15249,14,10,5418.910000000,sain,False
14056,2,11,3695.320000000,sain,False
15189,2,22,6829.200000000,sain,False
18231,10,28,6875.070000000,sain,True
16436,486,3,329.340000000,à_risque_critique,True
15207,234,3,683.920000000,à_risque_critique,True
14454,194,5,977.300000000,à_risque_critique,True
17242,274,3,1754.240000000,à_risque_critique,False
16212,101,3,1101.520000000,à_risque_critique,False
13384,208,4,2528.900000000,à_risque_critique,False
17492,66,3,1122.420000000,à_surveiller,True
15852,4,3,257.260000000,à_surveiller,True
16119,212,6,1297.450000000,à_surveiller,False
13873,36,7,879.720000000,à_surveiller,False
17429,3,4,1208.680000000,à_surveiller,False
17615,21,5,675.900000000,à_surveiller,False
17115,51,5,2234.010000000,à_surveiller,False
16115,30,7,1418.070000000,à_surveiller,False
14553,36,6,1294.590000000,à_surveiller,False
12982,60,8,2744.810000000,sain,True
16593,7,7,996.610000000,sain,False
16775,23,9,2053.030000000,sain,False
14621,5,6,1848.520000000,sain,False
15482,68,10,4975.040000000,sain,False
13795,206,4,836.300000000,à_risque_critique,True
13413,457,6,429.440000000,à_risque_critique,True
14872,301,3,816.600000000,à_risque_critique,True
12829,154,3,385.300000000,à_risque_critique,True
16042,150,4,1092.800000000,à_risque_critique,False
13663,198,4,1858.040000000,à_surveiller,False
17871,22,5,1118.990000000,à_surveiller,True
17673,4,10,3671.710000000,sain,False
16126,2,13,10203.030000000,sain,False
13998,264,3,566.700000000,à_risque_critique,True
17209,467,3,611.600000000,à_risque_critique,True
16183,212,3,739.100000000,à_risque_critique,False
15960,192,4,410.950000000,à_risque_critique,True
13262,81,3,573.450000000,à_risque_critique,True
15314,17,3,820.450000000,à_surveiller,True
18073,3,3,504.240000000,à_surveiller,False
13857,211,6,1000.910000000,à_surveiller,True
12875,180,4,1307.520000000,à_surveiller,False
13242,31,6,533.000000000,à_surveiller,False
16823,45,7,2260.090000000,sain,True
13870,105,8,3485.170000000,sain,False
17083,113,8,3640.030000000,sain,False
16905,54,13,2783.150000000,sain,False
13719,23,8,2111.330000000,sain,False
15819,17,8,3206.480000000,sain,False
14766,31,8,5248.970000000,sain,False
13082,53,17,5682.300000000,sain,False
13957,235,3,458.250000000,à_risque_critique,True
15637,231,4,574.230000000,à_risque_critique,False
17808,366,4,262.640000000,à_risque_critique,True
15262,141,3,418.820000000,à_risque_critique,True
16827,211,5,387.180000000,à_risque_critique,True
14585,200,4,986.220000000,à_risque_critique,False
14346,115,4,1556.610000000,à_surveiller,False
13019,197,6,1229.950000000,à_surveiller,True
15339,136,6,1511.670000000,à_surveiller,False
